feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6151..S.adenosyl.L.methionine.cycle.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.6168..flavin.biosynthesis.III..fungi.	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6700..queuosine.biosynthesis	PWY.6897..thiamin.salvage.II	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7242..D.fructuronate.degradation	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	TRNA.CHARGING.PWY..tRNA.charging
HSMA33PX	203.447	451.147	295.063	450.845	367.61	304.795	308.077	1041.58	459.324	434.855	401.44	449.718	181.1	592.142	466.652	435.293	483.047	366.701	450.388	127.473	458.391	497.561	532.169	443.118	448.468	421.773	278.04	464.052	371.017	448.468	456.239	454.119	455.21	485.273	497.666	254.712	428.597	208.361	509.19	498.044	440.371	97.5295	303.689	199.058	318.116	458.391	420.173	424.639	317.032	455.829
HSMA33PZ	97.5008	406.59	237.227	419.82	343.101	247.816	199.187	594.35	403.002	395.38	371.371	417.395	55.5937	555.667	433.195	361.906	434.182	342.632	393.661	112.614	427.791	440.561	496.78	420.931	420.871	407.707	376.234	402.478	378.881	420.871	426.336	415.241	430.91	462.572	472.124	294.192	404.215	82.4467	453.874	463.865	429.654	42.5782	253.723	241.919	210.88	427.791	422.193	430.055	313.664	419.356
HSMA33Q6	149.92	364.49	265.445	389.121	312.664	273.852	232.828	616.422	399.698	363.174	342.096	392.204	158.21	480.007	386.056	351.639	418.447	314.944	372.692	130.489	397.535	418.919	437.792	374.352	371.019	337.432	292.463	414.472	332.544	371.019	401.36	387.292	396.159	408.912	433.663	250.19	388.096	103.812	458.486	390.365	356.463	46.7173	227.949	204.011	243.054	397.535	370.532	422.051	285.244	396.86
HSMA33QM	202.946	351.208	453.122	483.731	411.854	425.009	334.076	512.13	395.649	374.657	381.749	457.896	200.985	582.15	407.446	376.899	531.604	416.019	415.897	278.612	397.103	533.108	456.707	464.406	464.456	419.254	413.466	464.59	417.078	464.456	457.896	483.103	478.398	476.404	487.461	315.436	420.519	210.953	583.986	464.594	453.774	130.226	386.729	321.908	344.059	397.103	318.015	445.488	235.684	493.277
HSMA33QO	82.8574	221.661	226.762	340.226	228.917	246.103	208.158	979.032	558.506	344.171	277.357	733.171	197.652	828.973	668.45	331.747	381.197	210.125	631.949	161.545	292.08	737.36	756.698	323.532	670.214	308.985	632.69	313.812	378.033	670.214	726.09	739.498	757.364	771.091	640.448	527.556	448.236	137.59	840.65	716.87	385.754	56.2267	250.603	435.513	217.183	292.08	420.395	702.369	179.932	540.094
HSMA33QY	172.151	397.922	358.952	422.548	386.18	351.546	315.327	820.123	416.724	406.96	396.493	428.057	206.787	487.576	407.081	404.313	434.969	393.278	401.307	187.144	451.527	481.169	441.466	439.638	442.221	375.557	296.813	454.797	334.025	442.221	434.988	434.828	433.676	464.431	445.415	264.034	373.07	166.988	517.085	486.662	420.095	80.6975	358.19	220.555	311.206	451.527	363.802	401.504	320.22	454.957
HSMA33R1	166.539	491.16	339.716	550.831	510.199	342.572	373.847	968.626	497.349	519.26	513.328	582.052	87.6649	622.424	572.532	499.907	593.447	504.831	520.986	172.36	549.133	606.803	614.778	588.973	597.79	459.263	402.423	566.82	404.38	597.79	588.347	581.715	586.415	583.106	554.628	369.797	455.68	203.562	598.998	561.168	496.035	27.564	450.665	297.7	385.909	549.133	525.767	515.238	423.082	563.842
HSMA33R5	240.28	465.032	374.735	475.859	431.813	361.133	301.806	719.335	410.463	434.284	431.971	466.571	224.429	566.217	430.103	395.974	477.392	434.246	433.511	205.799	463.674	541.809	497.592	470.657	462.338	397.218	367.83	464.539	400.439	462.338	467.564	470.331	474.259	490.927	437.282	330.235	381.309	167.798	551.663	470.704	427.291	68.5929	376.828	291.492	310.255	463.674	398.053	447.117	342.252	484.751
HSMA33R7	249.961	496.206	385.82	526.68	455.263	394.635	351.292	785.518	471.833	526.89	487.19	564.7	246.339	692.804	555.174	488.053	561.63	452.014	521.272	174.782	512.852	592.969	603.711	596.433	596.821	409.557	554.799	550.879	466.325	596.821	568.531	564.421	578.271	541.284	556.28	314.574	472.937	187.452	573.67	546.77	461.979	41.5155	457.935	253.115	385.384	512.852	503.574	547.759	341.743	544.09
HSMA33R9	275.439	558.171	491.725	518.156	470.292	480.313	333.319	772.032	433.481	477.566	476.288	532.3	228.037	661.827	445.421	453.462	530.889	483.404	483.4	304.657	492.749	634.4	549.482	534.253	531.002	397.107	451.142	570.245	445.001	531.002	532.3	543.268	537.835	552.266	494.732	365.878	437.821	203.337	599.933	527.858	432.636	76.5044	423.64	337.694	347.13	492.749	428.533	496.841	391.839	536.026
HSMA33RD	146.817	291.429	401.358	459.136	335.404	412.482	104.581	1381.97	504.229	439.738	372.223	676.24	400.985	864.235	502.111	351.464	443.101	321.933	530.335	399.541	418.594	746.402	579.957	424.364	622.643	264.073	641.871	466.186	437.764	622.643	676.24	705.945	699.523	703.178	521.319	531.678	377.491	48.8281	882.659	707.452	317.436	82.6709	311.631	512.309	104.367	418.594	411.511	645.36	105.807	643.261
HSMA33RF	121.628	379.431	390.602	456.937	307.406	394.387	206.367	959.306	440.191	402.153	340.829	559.279	351.981	722.284	495.695	427.459	444.754	303.56	509.71	310.086	394.026	638.435	516.995	453.136	543.045	335.725	539.004	476.895	373.071	543.045	559.279	571.232	593.021	654.533	483.796	367.709	399.286	122.892	697.089	609.724	393.139	68.8192	364.807	337.169	214.439	394.026	385.825	550.726	157.98	562.229
HSMA33RR	64.0678	279.03	514.777	615.845	537.546	501.038	359.168	821.62	189.994	428.574	461.179	599.628	0	497.849	515.548	188.217	508.828	535.759	516.15	152.965	323.202	511.811	416.908	372.817	343.304	589.158	560.424	615.917	369.129	343.304	592.092	599.451	605.095	379.613	598.069	245.809	416.95	47.638	727.539	545.079	616.749	175.202	292.002	202.537	353.498	323.202	227.05	563.953	0	566.318
HSMA33RT	159.015	367.677	360.014	573.445	490.827	374.051	256.858	870.149	359.553	525.044	496.384	521.81	179.67	395.334	566.093	351.18	526.347	496.636	522.608	153.586	417.149	528.886	427.54	468.267	447.164	458.078	456.003	523.679	287.532	447.164	532.568	518.088	534.989	381.793	593.557	274.119	483.396	110.386	619.458	546.327	474.181	85.8241	305.132	219.703	259.763	417.149	382.63	493.766	304.228	496.566
HSMA33RX_TR	147.684	355.828	357.204	530.901	486.889	370.47	271.69	839.331	446.238	483.777	488.206	585.903	159.092	379.964	545.148	384.167	549.719	487.299	517.106	198.417	475.487	547.28	515.809	526.083	541.931	401.385	523.397	522.866	262.168	541.931	605.39	574.019	594.973	477.642	635.55	377.647	508.502	94.3547	601.91	557.494	441.45	77.5537	348.858	324.736	279.974	475.487	418.702	483.681	402.341	512.932
HSMA33RX	157.642	335.084	324.068	508.36	450.224	336.146	286.447	885.885	408.91	471.504	459.29	497.573	149.911	390.195	536.875	373.181	527.718	462.053	492.581	176.588	475.383	516.708	476.663	452.699	435.711	399.244	454.28	490.411	301.189	435.711	515.264	492.548	504.164	446.316	584.068	332.871	468.345	76.5268	552.647	518.195	427.537	71.2843	331.64	286.746	294.011	475.383	392.555	499.848	358.578	474.771
HSMA33S4	199.325	474.865	369.037	497.803	457.464	365.134	348.606	903.572	458.241	448.616	453.447	520.897	220.4	545.969	508.351	427.117	505.563	453.303	477.322	193.315	513.971	531.286	552.032	539.567	538.611	429.341	421.918	496.346	387.88	538.611	532.926	505.954	521.737	554.375	507.602	340.964	422.861	174.652	554.193	547.09	470.659	62.5284	397.27	284.449	361.567	513.971	452.216	494.202	374.075	506.581
HSMA33SE	267.329	359.911	463.977	470.863	387.078	435.111	310.078	488.992	410.583	353.804	364.627	465.459	292.713	590.278	412.902	415.383	419.59	398.611	444.858	251.284	379.046	554.938	447.145	425.316	466.942	378.551	415.674	464.559	369.734	466.942	461.517	491.999	485.012	496.094	411.018	291.966	327.551	222.197	585.111	493.877	410.801	88.6478	397.827	307.312	318.279	379.046	294.585	400.5	224.031	489.822
HSMA33SG	251.922	317.323	360.747	353.108	286.931	333.36	210.639	438.898	332.032	290.95	279.055	346.919	250.787	477.861	326.314	318.838	354.457	294.614	330.201	215.522	363.983	400.682	384.846	336.483	353.62	356.449	336.5	368.877	293.755	353.62	350.847	357.549	357.051	399.309	370.891	231.109	308.61	114.17	433.886	386.791	380.798	110.102	309.711	247.451	211.272	363.983	247.364	339.465	212.373	399.544
HSMA33SI	233.879	256.994	300.459	277.605	228.813	280.289	172.096	316.533	214.987	174.007	187.258	280.147	193.68	382.499	233.886	258.359	317.814	231.235	257.07	128.611	267.392	320.132	265.266	267.731	273.717	291.428	244.383	298.444	201.811	273.717	286.621	289.102	288.375	264.366	254.008	141.248	194.55	100.657	365.137	325.301	315.976	66.662	234.411	166.386	173.646	267.392	173.677	199.766	137.415	317.115
HSMA33SK	207.201	432.342	532.521	487.755	411.647	496.044	316.307	503.386	390.508	302.853	336.88	520.89	194.607	685.428	381.772	397.188	464.631	435.128	442.886	211.623	403.817	621.371	495.788	479.787	473.008	510.602	414.087	560.449	394.179	473.008	520.89	550.801	538.435	605.118	515.134	262.339	335.675	188.255	656.127	526.383	531.282	139.985	391.713	317.802	314.646	403.817	332.154	418.364	163.368	548.323
MSM5FZ9N_P	225.594	296.908	367.274	273.122	223.175	346.546	225.92	348.465	229.902	147.14	159.511	307.332	179.317	498.94	288.325	264.872	280.937	237.659	335.14	182.22	327.251	367.397	327.555	357.42	374.91	360.557	276.395	346.802	122.71	374.91	335.603	332.048	336.904	349.914	247.619	168.951	197.922	160.067	400.812	350.077	371.082	180.501	260.292	206.03	225.294	327.251	102.278	126.571	119.528	347.759
MSM5FZ9X_P	260.774	401.651	469.751	422.475	383.379	461.444	121.015	555.715	324.634	363.977	359.259	479.55	116.973	582.428	356.036	295.302	460.096	378.945	429.85	158.826	452.632	549.732	486.724	433.817	428.92	495.523	344.769	456.369	301.168	428.92	430.395	429.762	493.341	525.048	313.527	218.308	211.126	239.913	598.082	529.944	510.154	120.812	369.991	432.01	117.422	452.632	325.107	383.44	235.728	458.225
MSM5FZA2_P	252.424	358.298	404.595	350.034	314.375	396.45	61.518	435.552	298.449	255.462	274.801	403.854	84.9875	540.402	311.938	243.612	398.535	321.175	358.291	177.943	398.387	513.218	436.113	386.437	386.921	444.642	328.197	401.617	243.996	386.921	380.059	381.439	413.844	502.351	286.236	179.339	235.271	128.526	541.593	467.676	460.989	86.0447	322.868	311.966	59.2867	398.387	278.423	303.121	190.418	416.229
MSM5LLD6_P	149.459	251.167	270.094	311.889	263.27	267.405	179.988	399.132	292.324	280.749	256.571	298.958	67.6459	323.161	283.263	296.199	297.143	278.111	207.202	183.549	292.979	327.803	285.298	292.728	299.784	227.856	241.458	283.797	250.129	299.784	300.371	308.855	307.643	334.713	291.441	128.747	240.341	78.8331	341.278	302.489	250.156	119.173	194.506	110.819	184.239	292.979	168.455	287.389	151.168	290.885
MSM5LLDA	249.111	436.748	480.652	569.366	461.689	466.525	285.327	705.444	521.229	446.224	434.407	508.35	78.2394	546.762	458.406	507.934	519.334	485.174	391.388	341.981	493.191	606.57	461.959	509.196	510.025	426.063	405.835	499.298	428.071	510.025	500.703	534.211	529.535	593.313	527.485	207.487	415.426	137.047	597.337	545.363	462.367	210.797	341.865	184.493	287.494	493.191	294.211	473.923	275.531	514.282
MSM5LLDC	253.037	440.218	518.395	554.425	466.468	502.405	276.973	700.966	554.892	408.015	419.376	507.542	88.6963	569.313	443.579	487.365	496.878	499.493	402.861	356.385	505.109	625.923	456.714	511.848	509.079	413.369	482.029	528.15	502.386	509.079	500.075	540.516	539.494	660.204	568.821	236.054	446.965	127.124	626.694	543.131	460.528	260.701	339.74	234.625	278.295	505.109	286.27	536.732	206.227	522.528
MSM5LLDE	246.749	375.689	412.709	503.287	429.146	396.758	238.04	623.977	457.675	292.988	332.84	421.71	54.0431	574.122	378.305	371.637	415.279	460.829	356.985	264.996	387.469	541.293	383.224	408.741	405.14	386.997	419.393	403.527	479.323	405.14	399.006	446.633	446.353	584.78	516.752	227.901	354.239	111.997	601.087	494.306	440.847	215.409	299.984	224.56	235.598	387.469	244.503	478.34	181.789	471.287
MSM5LLDI	134.496	393.573	366.676	511.683	415.802	371.167	302.948	807.604	503.386	505.405	450.056	481.842	142.682	321.676	508.677	468.453	485.827	424.494	356.477	121.733	511.869	499.182	527.456	465.561	462.404	330.251	269.815	478.476	360.074	462.404	481.575	474.889	476.438	505.125	514.59	248.964	379.093	132.358	530.222	516.606	366.374	139.799	314.004	195.779	323.842	511.869	362.236	436.344	329.008	445.197
MSM5LLDK	166.258	376.508	366.504	437.343	357.697	350.089	269.517	652.906	397.511	379.819	365.93	397.166	220.696	425.173	405.529	437.515	429.115	376.16	302.907	222.76	441.478	448.162	460.03	407.282	400.671	340.718	291.397	400.676	329.261	400.671	402.085	407.574	401.113	443.806	379.759	183.918	319.289	157.234	441.031	438.752	368.771	140.538	282.572	142.405	279.807	441.478	297.419	364.775	263.661	406.44
MSM5LLDM	124.145	427.928	422.924	529.19	442.55	419.537	322.1	765.795	489.633	464.065	455.028	484.841	154.64	411.719	498.465	490.343	514.971	459.482	376.608	198.563	514.359	557.266	512.758	481.725	484.658	369.224	297.186	476.246	382.639	484.658	487.012	494.177	493.019	544.913	477.472	207.149	403.518	181.292	546.362	548.129	402.182	157.506	355.198	159.313	337.968	514.359	355.658	443.754	293.504	470.588
MSM5LLDQ	264.712	428.354	476.631	578.044	473.91	469.788	296.447	815.47	539.277	500.115	485.005	530.878	162.869	412.416	516.698	537.466	540.59	496.107	383.556	262.376	556.838	607.295	551.066	520.952	511.09	326.603	391.917	549.5	392.806	511.09	531.443	536.953	535.57	597.279	546.139	222.826	450.255	166.738	605.269	562.582	376.729	201.002	367.851	180.785	307.495	556.838	321.291	512.439	293.492	511.517
MSM5LLDS	49.0539	408.933	371.647	587.336	459.716	377.399	263.833	841.108	535.173	534.331	489.083	513.682	229.632	360.849	548.334	532.637	559.419	476.98	301.391	101.386	542.066	560.879	548.24	518.191	509.669	303.103	349.342	516.821	309.529	509.669	514.502	498.679	510.452	551.702	530.618	237.885	462.212	137.799	546.756	541.127	343.06	131.096	275.42	186.678	275.977	542.066	356.396	488.042	335.399	460.669
MSM5LLE3_P	114.398	149.154	354.352	324.586	266.641	345.942	168.833	399.342	261.646	244.229	241.563	358.607	138.006	467.874	293.711	180.009	317.253	281.501	369.035	104.771	346.078	425.697	336.471	334.259	336.023	374.637	311.321	354.922	181.009	336.023	330.228	324.95	359.852	456.682	267.842	138.765	199.633	145.352	486.753	452.482	392.669	55.0772	284.668	207.979	165.07	346.078	237.748	241.591	87.8771	355.782
MSM5LLE9_P	11.59	66.9415	341.738	326.885	303.229	340.382	69.482	494.282	244.234	221.46	252.143	342.125	130.107	475.396	256.675	229.699	301.117	313.3	310.687	60.7717	320.5	389.849	225.669	340.64	323.862	334.627	306.78	342.788	109.17	323.862	299.016	297.173	349.444	359.043	260.407	75.2623	99.8697	201.489	455.819	351.599	364.598	58.0165	262.579	317.066	67.202	320.5	231.47	200.099	61.4297	311.19
MSM5LLEP	289.761	494.435	472.142	526.809	439.099	451.358	382.468	745.78	422.106	411.17	412.793	520.785	198.573	660.772	478.341	370.859	470.908	436.264	467.902	229.574	522.728	535.689	570.522	499.918	510.305	460.217	462.61	519.656	448.389	510.305	520.6	515.04	535.702	566.47	500.848	260.698	418.119	188.493	585.144	569.312	493.197	90.3933	383.069	216.152	402.672	522.728	399.797	499.05	255.827	514.713
MSM5LLER	148.267	434.215	409.633	516.618	438.566	403.172	346.448	715.668	434.274	477.303	456.781	529.275	184.342	733.111	529.367	345.066	487.226	434.057	512.864	145.727	504.044	547.438	628.075	507.049	503.839	457.987	411.713	540.482	444.691	503.839	520.954	522.082	536.538	612.475	554.53	191.818	372.833	115.734	628.899	556.587	502.973	82.3279	380.417	135.452	350.438	504.044	449.232	578.196	262.784	517.401
MSM5LLF2_P	188.147	200.001	248.936	316.253	300.07	238.702	226.663	198.864	245.074	202.838	214.546	325.81	193.042	364.287	249.094	257.015	307.759	289.904	277.863	87.7594	257.628	366.937	287.27	338.511	334.236	302.656	171.799	239.566	204.511	334.236	324.212	318.546	318.277	413.94	216.44	133.408	199.044	190.464	376.341	320.593	329.281	38.6946	237.056	156.247	234.643	257.628	99.0407	225.148	145.343	303.802
MSM5LLF4	268.493	302.781	359.223	367.041	329.971	341.295	222.127	261.995	281.966	267.594	277.081	405.062	276.015	483.128	263.901	340.127	360.169	342.106	328.978	215.043	335.698	424.488	356.093	382.738	372.33	390.895	278.169	350.82	232.311	372.33	407.52	389.831	399.619	478.734	247.311	177.883	235.248	147	464.13	367.618	421.711	50.0434	302.797	235.166	223.944	335.698	156.874	257.281	192.455	387.752
MSM5LLF6	230.689	249.489	538.632	466.106	425.452	527.773	217.137	659.939	378.585	388.599	393.545	492.216	272.524	671.309	363.13	400.383	405.42	435.327	428.569	122.293	480.073	587.355	475.624	480.432	475.473	498.543	474.909	540.027	366.588	475.473	463.104	452.419	508.026	558.206	397.799	225.064	247.056	225.589	641.079	537.749	521.664	130.508	401.583	423.998	213.879	480.073	265.524	402.558	168.91	506.021
MSM5LLF8	146.219	136.266	726.823	584.791	549.224	729.174	205.558	1084.87	492.54	517.171	526.263	636.43	188.444	875.775	350.985	435.507	601.46	556.768	605.886	34.9168	612.075	750.04	585.7	646.079	638.568	510.618	563.475	736.048	393.959	638.568	584.565	490.086	675.544	597.238	507.544	185.769	169.802	541.637	950.21	691.38	604.754	107.749	537.775	617.483	200.317	612.075	398.457	513.913	165.876	671.771
MSM5LLFG_P	240.173	336.503	316.373	383.619	320.274	307.627	204.736	535.371	355.794	334.466	323.713	352.433	234.466	420.007	316.707	299.336	379.255	329.653	318.785	187.847	369.874	404.896	386.692	340.654	336.173	296.754	288.713	355.929	237.215	336.173	353.938	350.02	355.575	392.985	337.775	250.524	297.759	109.698	428.077	377.96	327.942	66.5275	272.546	230.564	211.093	369.874	266.065	317.107	277.865	367.686
MSM5LLFK_P	0	44.8738	24.9523	46.4238	33.4978	26.6368	25.45	43.6084	41.3548	43.4687	39.2349	47.3483	15.5164	68.7176	50.6367	40.7713	49.0433	33.4239	45.6858	0	40.5803	49.2539	47.1686	40.6892	37.7033	44.8197	38.1308	46.6667	44.8168	37.7033	49.0882	48.5123	49.0033	43.2272	54.6702	31.6758	44.2368	0	46.4358	46.8886	45.4146	9.89112	25.3609	28.2668	26.0049	40.5803	45.4841	51.169	33.1494	45.6187
MSM5LLFM_P	42.2583	119.292	53.1524	109.593	99.0549	57.5375	63.7141	144.022	121.132	127.384	108.206	129.867	52.8895	162.494	130.349	110.486	140.205	100.458	123.065	39.9477	114.722	125.838	164.966	121.562	123.835	110.148	129.114	124.249	94.5626	123.835	134.125	135.448	133.446	147.354	131.267	97.8237	124.048	14.5095	133.448	136.68	119.27	8.37063	81.129	86.1509	65.9861	114.722	116.437	134.201	101.317	119.595
MSM5LLFO_P	136.074	248.737	234.034	281.46	273.978	246.362	205.857	350.018	290.262	277.059	271.532	333.083	138.016	472.341	320.432	196.803	357.689	264.571	297.464	98.225	293.666	334.966	371.822	314.238	316.911	314.108	303.369	313.138	314.555	316.911	334.188	334.571	343.363	344.844	349.375	176.283	271.994	77.4463	352.12	323.951	340.931	26.2526	200.798	138.152	214.511	293.666	301.603	337.509	203.25	309.354
MSM5LLFU_P	112.991	165.325	118.198	167.229	149.023	124.699	117.64	241.741	170.16	162.578	156.924	188.218	98.0061	260.721	174.509	145.195	201.142	146.589	169.546	72.2523	179.148	179.706	221.437	180.126	185.105	178.97	188.65	173.915	167.861	185.105	191.15	186.108	192.453	208.854	178.676	120.582	170.26	44.2079	200.661	183.216	192.221	27.6043	137.125	98.8317	121.544	179.148	175.831	194.531	139.55	173.445
MSM5LLGD_P	313.414	372.526	482.368	546.177	501.299	468.246	359.614	652.327	521.311	465.529	470.489	518.883	295.767	677.685	458.36	415.291	507.86	518.641	472.29	387.399	503.078	614.792	613.576	528.206	527.438	450.007	563.536	511.887	470.132	527.438	546.417	556.566	546.948	614.508	575.027	324.412	405.882	154.683	644.298	544.331	486.918	174.755	446.913	317.401	373.131	503.078	354.509	522.668	323.838	548.466
MSM5LLGF_P	268.019	347.215	507.821	541.936	492.644	487.399	361.752	670.734	508.852	465.233	466.867	521.979	217.637	714.338	455.711	413.256	509.36	515.145	477.176	393.763	516.054	634.831	590.194	538.398	543.361	434.266	550.989	532.304	484.2	543.361	530.799	551.772	550.354	605.801	551.636	318.812	406.508	167.234	650.26	554.977	480.294	191.923	453.225	318.224	372.623	516.054	369.356	522.895	283.715	554.085
MSM5LLGH_P	266.441	394.901	474.73	511.789	460.108	474.439	418.175	700.181	476.676	414.928	421.527	506.844	203.57	767.795	466.04	356	468.243	472.694	479.296	329.731	511.736	567.259	620.252	522.038	544.052	532.627	553.927	495.903	468.576	544.052	499.323	527.45	522.194	617.461	544.457	351.462	399.09	154.402	626.416	533.878	568.379	197.219	416.485	343.451	427.341	511.736	391.128	490.639	304.797	521.872
MSM5LLGJ_P	264.062	445.933	525.787	505.209	452.178	489.236	353.284	697.006	413.472	411.344	415.452	489.319	206.697	694.597	394.173	414.132	436.556	473.891	426.67	327.278	476.137	604.445	564.527	504.379	501.575	541.972	517.873	529.71	454.418	501.575	489.319	493.229	507.78	619.697	500.609	294.861	333.832	203.583	636.082	573.881	568.472	210.964	411.775	359.182	354.942	476.137	348.663	510.973	294.96	511.633
MSM5LLGL	300.239	473.688	507.234	560.34	489.291	498.553	441.733	677.447	514.687	483.91	483.244	550.99	287.671	798.786	490.652	418.465	528.443	496.839	495.671	341.288	552.289	604.215	650.383	571.194	574.159	552.421	539.742	573.995	503.168	574.159	549.628	564.099	566.986	638.634	613.356	319.532	461.926	192.172	694.384	585.379	602.654	129.411	444.073	270.981	457.17	552.289	451.232	568.946	348.546	562.268
MSM5LLGN_P	204.435	390.912	256.431	427.385	398.676	267.627	241.168	689.618	425.193	396.054	398.262	442.766	135.716	444.713	430.778	341.787	499.601	390.832	408.495	137.601	447.113	451.686	469.318	424.429	434.089	289.486	364.147	409.215	282.661	434.089	453.945	437.223	447.647	448.701	481.189	327.346	380.392	101.346	483.384	461.843	343.519	45.6577	308.686	280.613	261.797	447.113	371.311	426.627	349.447	430.285
MSM5LLGR_P	261.841	389.672	322.291	427.836	398.073	321.438	246.083	635.492	390.294	381.069	388.393	451.236	230.327	480.913	399.566	377.063	475.752	399.817	385.374	217.405	444.64	462.47	493.188	432.282	434.523	348.183	334.91	399.852	275.142	434.523	463.103	446.429	452.374	499.641	397.497	345.649	356.499	123.976	461.131	458.626	387.366	45.1679	347.131	311.366	254.755	444.64	392.432	351.98	370.302	454.205
MSM5LLH2_P	206.937	368.681	351.605	414.706	312.783	334.112	301.608	721.071	330.065	307.808	307.583	628.305	317.302	633.295	446.924	276.956	349.088	310.02	449.344	316.731	302.998	559.768	534.242	307.24	488.554	357.605	521.911	384.137	305.042	488.554	585.481	581.882	632.323	677.87	493.57	347.573	372.076	339.04	790.778	657.761	396.062	127.156	263.253	336.958	308.582	302.998	332.752	518.199	196.698	666.126
MSM5LLH4_P	94.9854	132.154	283.097	319.128	319.128	295.047	225.651	923.807	463.878	313.471	333.452	829.996	170.246	788.984	641.608	237.886	457.874	273.165	635.088	193.219	187.973	814.565	781.648	246.533	725.184	407.037	768.601	412.761	232.241	725.184	803.517	804.947	846.535	814.952	733.64	608.515	472.813	396.697	898.521	826.53	446.676	60.8942	189.795	573.064	250.118	187.973	457.783	716.095	183.757	644.428
MSM5LLH8_P	57.3107	120.388	221.267	295.178	280.853	235.761	187.457	942.502	451.889	300.166	304.481	852.063	116.837	793.044	659.721	173.735	455.742	243.595	646.923	107.383	132.101	803.142	816.151	171.848	737.916	402.309	753.572	400.145	136.089	737.916	827.169	810.287	864.731	822.405	757.319	642.178	443.961	410.773	929.235	843.382	447.469	44.7368	138.252	598.153	206.91	132.101	480.407	731.383	160.985	631.031
MSM5LLHA_P	114.341	151.396	246.805	276.804	265.777	259.955	218.727	777.057	418.045	276.271	279.246	726.188	170.541	675.553	576.873	256.279	390.711	227.33	575.217	180.948	188.258	715.239	713.332	266.753	634.812	371.671	647.754	342.398	228.625	634.812	714.618	701.422	740.065	731.75	649.08	534.326	410.388	334.8	765.314	701.962	415.801	55.9634	188.491	505.105	253.766	188.258	395.76	622.926	197.193	486.594
MSM5LLHC	128.881	288.082	341.979	469.211	298.176	350.3	280.447	1038.44	452.659	446.977	337.137	721.86	293.112	819.015	597.933	287.802	455.46	286.515	605.663	294.545	275.214	738.719	673.367	351.585	663.156	330.58	707.918	400.91	323.957	663.156	706.109	718.429	734.164	876.85	686.381	574.396	485.932	278.415	990.95	819.468	394.383	95.1189	250.72	559.384	298.283	275.214	468.324	617.982	200.854	760.543
